customerID,churn_probability,risk_tier,MonthlyCharges,value_tier,segment,Contract,tenure
9039-ZVJDC,0.23991951969865377,High Risk,19.1,Low Value,High Risk / Low Value,Month-to-month,3
7302-ZHMHP,0.20297662624521853,High Risk,19.15,Low Value,High Risk / Low Value,Month-to-month,1
9046-JBFWA,0.052655275114223764,Low Risk,19.15,Low Value,Low Risk / Low Value,Month-to-month,27
0487-VVUVK,0.07921743910567423,Low Risk,19.15,Low Value,Low Risk / Low Value,Month-to-month,25
6979-TNDEU,0.15032904435391192,Low Risk,19.2,Low Value,Low Risk / Low Value,Month-to-month,8
1663-MHLHE,0.199172297567882,High Risk,19.2,Low Value,High Risk / Low Value,Month-to-month,1
9137-NOQKA,0.29590256312598234,High Risk,19.2,Low Value,High Risk / Low Value,Month-to-month,2
3308-MHOOC,0.23134032283113287,High Risk,19.2,Low Value,High Risk / Low Value,Month-to-month,1
7168-HDQHG,0.03597655168396392,Low Risk,19.2,Low Value,Low Risk / Low Value,Month-to-month,36
4232-JGKIY,0.2630818019189291,High Risk,19.2,Low Value,High Risk / Low Value,Month-to-month,1
3373-YZZYM,0.1756710669901545,Low Risk,19.2,Low Value,Low Risk / Low Value,Month-to-month,1
8780-RSYYU,0.09169651548484936,Low Risk,19.2,Low Value,Low Risk / Low Value,Month-to-month,25
9837-FWLCH,0.1958646498921536,High Risk,19.2,Low Value,High Risk / Low Value,Month-to-month,12
1098-TDVUQ,0.2740990899895617,High Risk,19.25,Low Value,High Risk / Low Value,Month-to-month,1
4541-RMRLG,0.20589943180093218,High Risk,19.25,Low Value,High Risk / Low Value,Month-to-month,7
3156-QLHBO,0.1689854381437666,Low Risk,19.25,Low Value,Low Risk / Low Value,Month-to-month,2
5186-PEIZU,0.04300851481949746,Low Risk,19.25,Low Value,Low Risk / Low Value,Month-to-month,35
4946-EDSEW,0.1529588545189573,Low Risk,19.25,Low Value,Low Risk / Low Value,Month-to-month,11
5537-UXXVS,0.09022873303679202,Low Risk,19.25,Low Value,Low Risk / Low Value,Month-to-month,20
0303-WMMRN,0.22074461903916306,High Risk,19.25,Low Value,High Risk / Low Value,Month-to-month,5
6082-GLJIX,0.09266261342155775,Low Risk,19.25,Low Value,Low Risk / Low Value,Month-to-month,18
5510-BOIUJ,0.17599008088676193,Low Risk,19.25,Low Value,Low Risk / Low Value,Month-to-month,1
9374-YOLBJ,0.23822605639040845,High Risk,19.25,Low Value,High Risk / Low Value,Month-to-month,1
0761-AETCS,0.26722282587571566,High Risk,19.3,Low Value,High Risk / Low Value,Month-to-month,1
0396-HUJBP,0.19458241320714362,High Risk,19.3,Low Value,High Risk / Low Value,Month-to-month,2
7785-RDVIG,0.16386889276242197,Low Risk,19.3,Low Value,Low Risk / Low Value,Month-to-month,3
7926-IJOOU,0.19371047931635693,Low Risk,19.3,Low Value,Low Risk / Low Value,Month-to-month,1
6112-KTHFQ,0.16194652752549157,Low Risk,19.3,Low Value,Low Risk / Low Value,Month-to-month,13
2320-YKQBO,0.1571722227788129,Low Risk,19.3,Low Value,Low Risk / Low Value,Month-to-month,7
4667-OHGKG,0.259050709208613,High Risk,19.3,Low Value,High Risk / Low Value,Month-to-month,1
1724-IQWNM,0.23105245908861774,High Risk,19.3,Low Value,High Risk / Low Value,Month-to-month,1
1735-XMJVH,0.17208219241892386,Low Risk,19.35,Low Value,Low Risk / Low Value,Month-to-month,8
9142-XMYJH,0.05477561592189726,Low Risk,19.35,Low Value,Low Risk / Low Value,Month-to-month,29
0366-NQSHS,0.1909859910199231,Low Risk,19.35,Low Value,Low Risk / Low Value,Month-to-month,2
5917-HBSDW,0.04538400522240455,Low Risk,19.35,Low Value,Low Risk / Low Value,Month-to-month,37
4903-UYAVB,0.16852009780438137,Low Risk,19.35,Low Value,Low Risk / Low Value,Month-to-month,5
2096-XOTMO,0.08982116500936861,Low Risk,19.35,Low Value,Low Risk / Low Value,Month-to-month,16
9063-ZGTUY,0.013331745483813164,Low Risk,19.4,Low Value,Low Risk / Low Value,Month-to-month,61
0098-BOWSO,0.1149475623761796,Low Risk,19.4,Low Value,Low Risk / Low Value,Month-to-month,27
2223-KAGMX,0.11435556022880748,Low Risk,19.4,Low Value,Low Risk / Low Value,Month-to-month,15
2243-FNMMI,0.08514495870363267,Low Risk,19.4,Low Value,Low Risk / Low Value,Month-to-month,20
9101-NTIXF,0.19105601660464094,Low Risk,19.4,Low Value,Low Risk / Low Value,Month-to-month,2
5766-ZJYBB,0.1986561603056198,High Risk,19.4,Low Value,High Risk / Low Value,Month-to-month,1
8295-FHIVV,0.20511453309451008,High Risk,19.4,Low Value,High Risk / Low Value,Month-to-month,7
0208-BPQEJ,0.11350616846303604,Low Risk,19.4,Low Value,Low Risk / Low Value,Month-to-month,12
9629-NHXFW,0.2343093365250857,High Risk,19.4,Low Value,High Risk / Low Value,Month-to-month,1
6878-GGDWG,0.05081917594277848,Low Risk,19.4,Low Value,Low Risk / Low Value,Month-to-month,32
5616-PRTNT,0.13769974178713118,Low Risk,19.4,Low Value,Low Risk / Low Value,Month-to-month,20
8410-BGQXN,0.1756714959062492,Low Risk,19.4,Low Value,Low Risk / Low Value,Month-to-month,4
7298-IZWLY,0.263150940180603,High Risk,19.4,Low Value,High Risk / Low Value,Month-to-month,1
2308-STERM,0.1951090537665471,High Risk,19.4,Low Value,High Risk / Low Value,Month-to-month,2
2220-IAHLS,0.19705155090933726,High Risk,19.4,Low Value,High Risk / Low Value,Month-to-month,1
7956-XQWGU,0.0789622662049775,Low Risk,19.4,Low Value,Low Risk / Low Value,Month-to-month,27
3679-XASPY,0.23763874630998313,High Risk,19.45,Low Value,High Risk / Low Value,Month-to-month,1
8944-AILEF,0.14157017935148414,Low Risk,19.45,Low Value,Low Risk / Low Value,Month-to-month,15
7617-EYGLW,0.2622976076598879,High Risk,19.45,Low Value,High Risk / Low Value,Month-to-month,1
1257-SXUXQ,0.1466277138333464,Low Risk,19.45,Low Value,Low Risk / Low Value,Month-to-month,5
1725-MIMXW,0.2306211334787269,High Risk,19.45,Low Value,High Risk / Low Value,Month-to-month,1
2171-UDMFD,0.05538085077914821,Low Risk,19.45,Low Value,Low Risk / Low Value,Month-to-month,32
2882-DDZPG,0.13091011134744912,Low Risk,19.45,Low Value,Low Risk / Low Value,Month-to-month,12
3750-RNQKR,0.1255836302156514,Low Risk,19.45,Low Value,Low Risk / Low Value,Month-to-month,12
9174-FKWZE,0.3885387952530581,High Risk,19.45,Low Value,High Risk / Low Value,Month-to-month,1
8393-JMVMB,0.19852728327974345,High Risk,19.45,Low Value,High Risk / Low Value,Month-to-month,1
4760-XOHVN,0.17841361388342167,Low Risk,19.45,Low Value,Low Risk / Low Value,Month-to-month,1
4801-KFYKL,0.13511385242582705,Low Risk,19.45,Low Value,Low Risk / Low Value,Month-to-month,8
4770-QAZXN,0.11551014134283527,Low Risk,19.45,Low Value,Low Risk / Low Value,Month-to-month,13
1051-GEJLJ,0.19327465736586513,Low Risk,19.5,Low Value,Low Risk / Low Value,Month-to-month,2
3318-ISQFQ,0.12363811872100484,Low Risk,19.5,Low Value,Low Risk / Low Value,Month-to-month,20
9391-TTOYH,0.10265995555787984,Low Risk,19.5,Low Value,Low Risk / Low Value,Month-to-month,23
5624-RYAMH,0.2526486160919865,High Risk,19.5,Low Value,High Risk / Low Value,Month-to-month,9
6806-YDEUL,0.2030214550903626,High Risk,19.5,Low Value,High Risk / Low Value,Month-to-month,6
7551-JOHTI,0.202061156622189,High Risk,19.5,Low Value,High Risk / Low Value,Month-to-month,1
5906-BFOZT,0.25842947605813754,High Risk,19.5,Low Value,High Risk / Low Value,Month-to-month,1
8566-YPRGL,0.26283702858704044,High Risk,19.5,Low Value,High Risk / Low Value,Month-to-month,1
1905-OEILC,0.202061156622189,High Risk,19.5,Low Value,High Risk / Low Value,Month-to-month,1
0883-EIBTI,0.19346226276509984,Low Risk,19.5,Low Value,Low Risk / Low Value,Month-to-month,2
8053-WWDRO,0.17161950447706012,Low Risk,19.5,Low Value,Low Risk / Low Value,Month-to-month,6
7727-SHVZV,0.14887476216066076,Low Risk,19.5,Low Value,Low Risk / Low Value,Month-to-month,9
2061-VVFST,0.04035699962133681,Low Risk,19.5,Low Value,Low Risk / Low Value,Month-to-month,37
2866-IKBTM,0.20193062726351452,High Risk,19.55,Low Value,High Risk / Low Value,Month-to-month,1
1029-QFBEN,0.19826971794908113,High Risk,19.55,Low Value,High Risk / Low Value,Month-to-month,1
8605-ITULD,0.20193062726351452,High Risk,19.55,Low Value,High Risk / Low Value,Month-to-month,1
2484-DGXPZ,0.061272010734034286,Low Risk,19.55,Low Value,Low Risk / Low Value,Month-to-month,31
1345-GKDZZ,0.14124677938595717,Low Risk,19.55,Low Value,Low Risk / Low Value,Month-to-month,6
4365-MSDYN,0.20312145444203764,High Risk,19.55,Low Value,High Risk / Low Value,Month-to-month,8
2576-HXMPA,0.19666746390639447,High Risk,19.55,Low Value,High Risk / Low Value,Month-to-month,1
6506-EYCNH,0.0733023099316476,Low Risk,19.55,Low Value,Low Risk / Low Value,Month-to-month,28
3724-UCSHY,0.14067461136614345,Low Risk,19.55,Low Value,Low Risk / Low Value,Month-to-month,6
4693-VWVBO,0.24675605840085582,High Risk,19.55,Low Value,High Risk / Low Value,Month-to-month,3
1622-HSHSF,0.2626801631758167,High Risk,19.55,Low Value,High Risk / Low Value,Month-to-month,1
1237-WIYYZ,0.12965319794222627,Low Risk,19.55,Low Value,Low Risk / Low Value,Month-to-month,18
0927-CNGRH,0.17528660626394635,Low Risk,19.55,Low Value,Low Risk / Low Value,Month-to-month,1
7601-WFVZV,0.19826971794908113,High Risk,19.55,Low Value,High Risk / Low Value,Month-to-month,1
7989-CHGTL,0.2581192237061778,High Risk,19.6,Low Value,High Risk / Low Value,Month-to-month,1
6184-DYUOB,0.2421650965691906,High Risk,19.6,Low Value,High Risk / Low Value,Month-to-month,3
4881-GQJTW,0.10926290391243178,Low Risk,19.6,Low Value,Low Risk / Low Value,Month-to-month,14
5702-SKUOB,0.17808498789836677,Low Risk,19.6,Low Value,Low Risk / Low Value,Month-to-month,4
1051-EQPZR,0.02214974917358436,Low Risk,19.6,Low Value,Low Risk / Low Value,Month-to-month,44
4588-YBNIB,0.2625233580439074,High Risk,19.6,Low Value,High Risk / Low Value,Month-to-month,1
5468-BPMMO,0.03255286117343458,Low Risk,19.6,Low Value,Low Risk / Low Value,Month-to-month,46
6036-TTFYU,0.10368977121197635,Low Risk,19.6,Low Value,Low Risk / Low Value,Month-to-month,16
9313-CDOGY,0.04225382934765223,Low Risk,19.6,Low Value,Low Risk / Low Value,Month-to-month,38
1087-UDSIH,0.24296693704300387,High Risk,19.6,Low Value,High Risk / Low Value,Month-to-month,3
6040-CGACY,0.10904168864867764,Low Risk,19.6,Low Value,Low Risk / Low Value,Month-to-month,15
8457-XIGKN,0.11043336181174701,Low Risk,19.6,Low Value,Low Risk / Low Value,Month-to-month,20
7854-EKTJL,0.29403973519183585,High Risk,19.6,Low Value,High Risk / Low Value,Month-to-month,2
4719-UMSIY,0.1400407142630643,Low Risk,19.65,Low Value,Low Risk / Low Value,Month-to-month,6
2640-LYMOV,0.24812294020392459,High Risk,19.65,Low Value,High Risk / Low Value,Month-to-month,2
4160-AMJTL,0.23863110363293805,High Risk,19.65,Low Value,High Risk / Low Value,Month-to-month,8
8329-IBCTI,0.20166975753057453,High Risk,19.65,Low Value,High Risk / Low Value,Month-to-month,1
1057-FOGLZ,0.09559746728319075,Low Risk,19.65,Low Value,Low Risk / Low Value,Month-to-month,18
1465-WCZVT,0.16332368532385103,Low Risk,19.65,Low Value,Low Risk / Low Value,Month-to-month,3
2466-NEJOJ,0.12500073485118887,Low Risk,19.65,Low Value,Low Risk / Low Value,Month-to-month,8
1194-SPVSP,0.20661338105042454,High Risk,19.65,Low Value,High Risk / Low Value,Month-to-month,1
3694-GLTJM,0.2181914275933898,High Risk,19.65,Low Value,High Risk / Low Value,Month-to-month,5
7291-CDTMJ,0.2682980854550831,High Risk,19.65,Low Value,High Risk / Low Value,Month-to-month,1
7721-DVEKZ,0.20166975753057453,High Risk,19.65,Low Value,High Risk / Low Value,Month-to-month,1
6141-OOXUQ,0.19801240422070338,High Risk,19.65,Low Value,High Risk / Low Value,Month-to-month,1
3785-NRHYR,0.19801240422070338,High Risk,19.65,Low Value,High Risk / Low Value,Month-to-month,1
7526-IVLYU,0.23910492414200304,High Risk,19.65,Low Value,High Risk / Low Value,Month-to-month,3
0690-SRQID,0.22870047878656996,High Risk,19.65,Low Value,High Risk / Low Value,Month-to-month,4
3845-FXCYS,0.32093678068793274,High Risk,19.65,Low Value,High Risk / Low Value,Month-to-month,2
1577-HKTFG,0.0567128827885676,Low Risk,19.65,Low Value,Low Risk / Low Value,Month-to-month,30
0970-QXPXW,0.20166975753057453,High Risk,19.65,Low Value,High Risk / Low Value,Month-to-month,1
3077-RSNTJ,0.14281221041285805,Low Risk,19.7,Low Value,Low Risk / Low Value,Month-to-month,6
1563-IWQEX,0.12428137047701873,Low Risk,19.7,Low Value,Low Risk / Low Value,Month-to-month,12
3374-PZLXD,0.042666443884843946,Low Risk,19.7,Low Value,Low Risk / Low Value,Month-to-month,34
3981-QSVQI,0.2035859331893929,High Risk,19.7,Low Value,High Risk / Low Value,Month-to-month,8
7623-HKYRK,0.14033091801153544,Low Risk,19.7,Low Value,Low Risk / Low Value,Month-to-month,6
0247-SLUJI,0.17450151408960207,Low Risk,19.7,Low Value,Low Risk / Low Value,Month-to-month,1
2332-EFBJY,0.13850020124652235,Low Risk,19.7,Low Value,Low Risk / Low Value,Month-to-month,16
6319-QSUSR,0.11101970964698697,Low Risk,19.7,Low Value,Low Risk / Low Value,Month-to-month,11
3824-RHKVR,0.09634198853124089,Low Risk,19.7,Low Value,Low Risk / Low Value,Month-to-month,17
5396-IZEPB,0.1362508302301739,Low Risk,19.7,Low Value,Low Risk / Low Value,Month-to-month,9
9970-QBCDA,0.1589845936231062,Low Risk,19.7,Low Value,Low Risk / Low Value,Month-to-month,6
6615-ZGEDR,0.19788384169754253,High Risk,19.7,Low Value,High Risk / Low Value,Month-to-month,1
3930-ZGWVE,0.1977553420630836,High Risk,19.75,Low Value,High Risk / Low Value,Month-to-month,1
8138-EALND,0.10695336366139291,Low Risk,19.75,Low Value,Low Risk / Low Value,Month-to-month,15
3717-OFRTN,0.2063480259356929,High Risk,19.75,Low Value,High Risk / Low Value,Month-to-month,1
6849-WLEYG,0.17481885452910692,Low Risk,19.75,Low Value,Low Risk / Low Value,Month-to-month,1
5577-OTWWW,0.11401489067938848,Low Risk,19.75,Low Value,Low Risk / Low Value,Month-to-month,15
0268-QKIWO,0.2460206247584146,High Risk,19.75,Low Value,High Risk / Low Value,Month-to-month,3
4558-CGYCZ,0.17418289406410642,Low Risk,19.75,Low Value,Low Risk / Low Value,Month-to-month,4
7239-HZZCX,0.1977553420630836,High Risk,19.75,Low Value,High Risk / Low Value,Month-to-month,1
2465-BLLEU,0.25765430079958657,High Risk,19.75,Low Value,High Risk / Low Value,Month-to-month,1
2428-ZMCTB,0.13043074270519706,Low Risk,19.75,Low Value,Low Risk / Low Value,Month-to-month,10
6124-ACRHJ,0.20140913975765912,High Risk,19.75,Low Value,High Risk / Low Value,Month-to-month,1
7853-WNZSY,0.25139625568387564,High Risk,19.75,Low Value,High Risk / Low Value,Month-to-month,1
3181-MIZBN,0.12211506256019533,Low Risk,19.75,Low Value,Low Risk / Low Value,Month-to-month,16
1156-ZFYDO,0.2657981683091364,High Risk,19.75,Low Value,High Risk / Low Value,Month-to-month,1
3936-QQFLL,0.18964254946100592,Low Risk,19.75,Low Value,Low Risk / Low Value,Month-to-month,2
9103-CXVOK,0.23265138216672865,High Risk,19.75,Low Value,High Risk / Low Value,Month-to-month,1
8573-CGOCC,0.09813854903572378,Low Risk,19.75,Low Value,Low Risk / Low Value,Month-to-month,16
8562-GHPPI,0.196028575820925,High Risk,19.8,Low Value,High Risk / Low Value,Month-to-month,1
4892-VLANZ,0.19762690531329236,High Risk,19.8,Low Value,High Risk / Low Value,Month-to-month,1
5384-ZTTWP,0.09395264411398226,Low Risk,19.8,Low Value,Low Risk / Low Value,Month-to-month,15
4182-BGSIQ,0.16734322896875778,Low Risk,19.8,Low Value,Low Risk / Low Value,Month-to-month,10
1449-XQEMT,0.23809819900282084,High Risk,19.8,Low Value,High Risk / Low Value,Month-to-month,3
9364-YKUVW,0.1441123990724894,Low Risk,19.8,Low Value,Low Risk / Low Value,Month-to-month,15
3675-YDUPJ,0.17825633587338527,Low Risk,19.85,Low Value,Low Risk / Low Value,Month-to-month,10
1135-LMECX,0.20114877392120395,High Risk,19.85,Low Value,High Risk / Low Value,Month-to-month,1
0030-FNXPP,0.18489044462133722,Low Risk,19.85,Low Value,Low Risk / Low Value,Month-to-month,3
0107-WESLM,0.3321776837638412,High Risk,19.85,Low Value,High Risk / Low Value,Month-to-month,1
4291-HPAXL,0.17458534782074892,Low Risk,19.85,Low Value,Low Risk / Low Value,Month-to-month,1
1498-DQNRX,0.055459890358134305,Low Risk,19.85,Low Value,Low Risk / Low Value,Month-to-month,29
6164-HXUGH,0.1427228224682069,Low Risk,19.85,Low Value,Low Risk / Low Value,Month-to-month,6
8150-QUDFX,0.1899576255474813,Low Risk,19.85,Low Value,Low Risk / Low Value,Month-to-month,2
0310-VQXAM,0.139812579619061,Low Risk,19.85,Low Value,Low Risk / Low Value,Month-to-month,9
0137-UDEUO,0.18518745098795464,Low Risk,19.85,Low Value,Low Risk / Low Value,Month-to-month,3
0594-UFTUL,0.1372346092033935,Low Risk,19.85,Low Value,Low Risk / Low Value,Month-to-month,13
2303-PJYHN,0.20149097637737906,High Risk,19.85,Low Value,High Risk / Low Value,Month-to-month,2
4140-WJAWW,0.1656311873280584,Low Risk,19.85,Low Value,Low Risk / Low Value,Month-to-month,5
4396-KLSEH,0.29757605840406054,High Risk,19.85,Low Value,High Risk / Low Value,Month-to-month,4
6776-TLWOI,0.18179673391302548,Low Risk,19.85,Low Value,Low Risk / Low Value,Month-to-month,3
4020-KIUDI,0.13671646252146838,Low Risk,19.85,Low Value,Low Risk / Low Value,Month-to-month,6
9967-ATRFS,0.0897783723567672,Low Risk,19.9,Low Value,Low Risk / Low Value,Month-to-month,19
4800-VHZKI,0.26158379404633886,High Risk,19.9,Low Value,High Risk / Low Value,Month-to-month,1
2654-VBVPB,0.20971609807550262,High Risk,19.9,Low Value,High Risk / Low Value,Month-to-month,1
3900-AQPHZ,0.201018685471617,High Risk,19.9,Low Value,High Risk / Low Value,Month-to-month,1
0347-UBKUZ,0.10917590702306974,Low Risk,19.9,Low Value,Low Risk / Low Value,Month-to-month,15
3061-BCKYI,0.1115243172175588,Low Risk,19.9,Low Value,Low Risk / Low Value,Month-to-month,14
3530-VWVGU,0.06695284616664064,Low Risk,19.9,Low Value,Low Risk / Low Value,Month-to-month,22
2832-SCUCO,0.25634938437828925,High Risk,19.9,Low Value,High Risk / Low Value,Month-to-month,2
6654-QGBZZ,0.201018685471617,High Risk,19.9,Low Value,High Risk / Low Value,Month-to-month,1
5515-IDEJJ,0.1740354152692403,Low Risk,19.9,Low Value,Low Risk / Low Value,Month-to-month,1
2320-JRSDE,0.3034822693275772,High Risk,19.9,Low Value,High Risk / Low Value,Month-to-month,1
4936-YPJNK,0.18179493874915667,Low Risk,19.9,Low Value,Low Risk / Low Value,Month-to-month,10
7636-XUHWW,0.24098457854093788,High Risk,19.9,Low Value,High Risk / Low Value,Month-to-month,2
5066-GFJMM,0.2407355234881784,High Risk,19.9,Low Value,High Risk / Low Value,Month-to-month,3
3043-SUDUA,0.04999853154689027,Low Risk,19.9,Low Value,Low Risk / Low Value,Month-to-month,32
7878-RTCZG,0.201018685471617,High Risk,19.9,Low Value,High Risk / Low Value,Month-to-month,1
2369-FEVNO,0.25718992499995935,High Risk,19.9,Low Value,High Risk / Low Value,Month-to-month,1
4895-TMWIR,0.1530579729522033,Low Risk,19.95,Low Value,Low Risk / Low Value,Month-to-month,11
4694-PHWFW,0.1310576426509751,Low Risk,19.95,Low Value,Low Risk / Low Value,Month-to-month,8
9788-YTFGE,0.20260982643540457,High Risk,19.95,Low Value,High Risk / Low Value,Month-to-month,7
0114-RSRRW,0.18872967944310126,Low Risk,19.95,Low Value,Low Risk / Low Value,Month-to-month,10
7521-YXVZY,0.1598667124959436,Low Risk,19.95,Low Value,Low Risk / Low Value,Month-to-month,3
3190-FZATL,0.09689816988103195,Low Risk,19.95,Low Value,Low Risk / Low Value,Month-to-month,14
3097-PYWXL,0.27167492819392186,High Risk,19.95,Low Value,High Risk / Low Value,Month-to-month,4
6377-KSLXC,0.16676198780612378,Low Risk,19.95,Low Value,Low Risk / Low Value,Month-to-month,5
1796-JANOW,0.1926150605549969,Low Risk,19.95,Low Value,Low Risk / Low Value,Month-to-month,2
3623-FQBOX,0.10921099372224351,Low Risk,19.95,Low Value,Low Risk / Low Value,Month-to-month,21
2542-HYGIQ,0.19564599692507684,High Risk,19.95,Low Value,High Risk / Low Value,Month-to-month,1
3506-LCJDC,0.18171060693714908,Low Risk,19.95,Low Value,Low Risk / Low Value,Month-to-month,1
5143-WMWOG,0.26073374517278197,High Risk,19.95,Low Value,High Risk / Low Value,Month-to-month,1
5144-PQCDZ,0.22738993437497979,High Risk,19.95,Low Value,High Risk / Low Value,Month-to-month,4
3363-EWLGO,0.17007266290093304,Low Risk,19.95,Low Value,Low Risk / Low Value,Month-to-month,5
6286-SUUWT,0.19724197233102397,High Risk,19.95,Low Value,High Risk / Low Value,Month-to-month,1
0178-CIIKR,0.18467818664150004,Low Risk,19.95,Low Value,Low Risk / Low Value,Month-to-month,3
4237-CLSMM,0.18848865501053183,Low Risk,20.0,Low Value,Low Risk / Low Value,Month-to-month,2
2393-DIVAI,0.24186282287286812,High Risk,20.0,Low Value,High Risk / Low Value,Month-to-month,3
1009-IRMNA,0.1624819814118016,Low Risk,20.0,Low Value,Low Risk / Low Value,Month-to-month,7
3807-XHCJH,0.2360287877700312,High Risk,20.0,Low Value,High Risk / Low Value,Month-to-month,1
7047-YXDMZ,0.08006630504848991,Low Risk,20.0,Low Value,Low Risk / Low Value,Month-to-month,21
4712-UYOOI,0.10397889833752487,Low Risk,20.0,Low Value,Low Risk / Low Value,Month-to-month,20
0380-ZCSBI,0.12963935662049517,Low Risk,20.0,Low Value,Low Risk / Low Value,Month-to-month,10
4986-MXSFP,0.25144544749812925,High Risk,20.0,Low Value,High Risk / Low Value,Month-to-month,2
4860-YZGZM,0.180390558393675,Low Risk,20.0,Low Value,Low Risk / Low Value,Month-to-month,10
6734-CKRSM,0.18480757564954436,Low Risk,20.0,Low Value,Low Risk / Low Value,Month-to-month,3
6972-SNKKW,0.1619367855006388,Low Risk,20.0,Low Value,Low Risk / Low Value,Month-to-month,6
1552-CZCLL,0.012481727430860725,Low Risk,20.0,Low Value,Low Risk / Low Value,Month-to-month,55
7698-YFGEZ,0.1971137870788167,High Risk,20.0,Low Value,High Risk / Low Value,Month-to-month,1
8439-LTUGF,0.17336062387958295,Low Risk,20.0,Low Value,Low Risk / Low Value,Month-to-month,10
4877-EVATK,0.1971137870788167,High Risk,20.0,Low Value,High Risk / Low Value,Month-to-month,1
3011-WQKSZ,0.14360337065249806,Low Risk,20.0,Low Value,Low Risk / Low Value,Month-to-month,19
7808-DVWEP,0.1883319507071599,Low Risk,20.0,Low Value,Low Risk / Low Value,Month-to-month,3
5688-KZTSN,0.17018995192306388,Low Risk,20.0,Low Value,Low Risk / Low Value,Month-to-month,15
4079-ULGFR,0.10020085276409477,Low Risk,20.0,Low Value,Low Risk / Low Value,Month-to-month,16
9700-ZCLOT,0.18870557095600543,Low Risk,20.0,Low Value,Low Risk / Low Value,Month-to-month,2
7531-GQHME,0.11914363535109336,Low Risk,20.05,Low Value,Low Risk / Low Value,Month-to-month,12
3030-ZKIWL,0.19698566469054796,High Risk,20.05,Low Value,High Risk / Low Value,Month-to-month,1
4785-NKHCX,0.2066176493287502,High Risk,20.05,Low Value,High Risk / Low Value,Month-to-month,5
4661-NJEUX,0.256726096709977,High Risk,20.05,Low Value,High Risk / Low Value,Month-to-month,1
2812-SFXMJ,0.17411907230901322,Low Risk,20.05,Low Value,Low Risk / Low Value,Month-to-month,1
1349-WXNGG,0.2055534741916466,High Risk,20.05,Low Value,High Risk / Low Value,Month-to-month,1
7874-ECPQJ,0.2154875327283606,High Risk,20.05,Low Value,High Risk / Low Value,Month-to-month,4
0188-GWFLE,0.18862534521084265,Low Risk,20.05,Low Value,Low Risk / Low Value,Month-to-month,2
1855-CFULU,0.2110102432775137,High Risk,20.05,Low Value,High Risk / Low Value,Month-to-month,4
1336-EZFZY,0.17699508625350996,Low Risk,20.05,Low Value,Low Risk / Low Value,Month-to-month,4
7096-UCLNH,0.19698566469054796,High Risk,20.05,Low Value,High Risk / Low Value,Month-to-month,1
8387-UGUSU,0.09389212559649718,Low Risk,20.05,Low Value,Low Risk / Low Value,Month-to-month,15
1383-EZRWL,0.15632783156906122,Low Risk,20.05,Low Value,Low Risk / Low Value,Month-to-month,7
